ORIGIN_AIRPORT,source_airport_avg_delay,destination_airport_avg_delay,airport_avg_taxi_out_time,airport_avg_taxi_in_time,total_airline_delay,total_security_delay,total_air_system_delay,total_late_aircraft_delay,total_weather_delay
11503,-21.0,,,10.0,0.0,0.0,0.0,0.0,0.0
11525,-2.0,10.333333333333334,22.0,6.0,0.0,0.0,0.0,0.0,0.0
11537,13.363636363636363,-1.0909090909090908,19.636363636363637,7.454545454545454,0.0,0.0,49.0,0.0,153.0
11540,30.966666666666665,15.431034482758621,13.689655172413794,7.833333333333333,1050.0,0.0,334.0,565.0,91.0
11577,-5.0,-11.333333333333334,17.0,11.333333333333334,0.0,0.0,0.0,0.0,0.0
11587,84.0,-9.333333333333334,19.666666666666668,8.333333333333334,247.0,0.0,6.0,0.0,0.0
11603,-5.375,2.5625,20.375,9.25,3.0,0.0,14.0,43.0,0.0
11612,-2.0,-8.333333333333334,17.095238095238095,13.6,15.0,0.0,68.0,49.0,26.0
11617,-7.666666666666667,-14.0,18.333333333333332,7.0,0.0,0.0,0.0,0.0,0.0
11618,-2.44362292051756,-0.23076923076923078,15.985347985347985,7.66173752310536,1982.0,66.0,772.0,1277.0,94.0
11624,-1.8,-14.1,13.3,9.9,44.0,0.0,4.0,0.0,0.0
11630,-3.3636363636363638,3.727272727272727,13.090909090909092,7.2727272727272725,0.0,0.0,18.0,0.0,0.0
11637,0.10344827586206896,3.9285714285714284,16.714285714285715,9.344827586206897,68.0,0.0,24.0,158.0,0.0
11638,-0.6153846153846154,-5.8,18.375,8.717948717948717,24.0,0.0,126.0,0.0,83.0
11641,-9.222222222222221,-10.444444444444445,16.88888888888889,8.11111111111111,0.0,0.0,0.0,0.0,0.0
11648,-12.0,4.25,20.5,5.75,0.0,0.0,0.0,0.0,0.0
11695,0.14285714285714285,-3.3333333333333335,19.555555555555557,5.857142857142857,0.0,0.0,0.0,0.0,0.0
11697,4.751412429378531,-0.3370473537604457,16.225626740947074,8.112994350282486,1485.0,0.0,1183.0,910.0,237.0
11721,-4.3076923076923075,-6.869565217391305,17.347826086956523,8.26923076923077,11.0,0.0,0.0,29.0,0.0
11775,22.153846153846153,4.84,17.36,9.038461538461538,591.0,0.0,6.0,120.0,0.0
11778,-5.5,13.7,18.0,11.9,10.0,0.0,53.0,1.0,0.0
11823,-4.9655172413793105,-4.827586206896552,18.24137931034483,8.517241379310345,0.0,0.0,3.0,0.0,36.0
11865,-20.2,-14.6,16.2,9.6,0.0,0.0,0.0,0.0,0.0
11867,-2.25,41.5,14.75,9.75,11.0,0.0,18.0,0.0,11.0
11884,-5.043478260869565,6.872340425531915,15.680851063829786,7.369565217391305,131.0,0.0,16.0,0.0,0.0
11898,2.5,-7.333333333333333,17.666666666666668,5.25,0.0,0.0,28.0,0.0,0.0
11905,2.0,0.3333333333333333,15.333333333333334,7.0,0.0,0.0,0.0,0.0,0.0
