ORIGIN_AIRPORT,source_airport_avg_delay,destination_airport_avg_delay,airport_avg_taxi_out_time,airport_avg_taxi_in_time,total_airline_delay,total_security_delay,total_air_system_delay,total_late_aircraft_delay,total_weather_delay
11921,-5.923076923076923,2.0714285714285716,19.785714285714285,11.76923076923077,0.0,0.0,20.0,0.0,0.0
11953,0.07692307692307693,3.1538461538461537,16.307692307692307,7.0,0.0,0.0,0.0,121.0,0.0
11973,41.4,32.53846153846154,17.23076923076923,10.533333333333333,0.0,0.0,257.0,474.0,0.0
11977,-2.4615384615384617,5.25,18.583333333333332,10.192307692307692,29.0,0.0,2.0,26.0,0.0
11980,1.3333333333333333,-5.666666666666667,19.333333333333332,10.0,0.0,0.0,20.0,0.0,13.0
11982,26.095238095238095,8.263157894736842,16.94736842105263,9.142857142857142,0.0,0.0,467.0,200.0,0.0
11986,-6.229166666666667,-8.08695652173913,17.47826086956522,9.291666666666666,0.0,0.0,73.0,0.0,0.0
11995,-8.818181818181818,-1.5714285714285714,22.892857142857142,8.575757575757576,0.0,0.0,31.0,24.0,0.0
11996,-4.875,-3.375,19.5,9.0,11.0,0.0,68.0,0.0,0.0
12003,-10.9,8.2,18.8,5.8,0.0,0.0,0.0,16.0,0.0
12007,13.8,-17.0,16.25,8.4,0.0,0.0,18.0,77.0,0.0
12016,-0.5,-2.5,19.5,6.0,0.0,0.0,0.0,0.0,0.0
12129,-11.2,-13.0,14.8,4.6,0.0,0.0,0.0,0.0,0.0
12156,-8.5,0.875,18.5,7.0,0.0,0.0,0.0,0.0,0.0
12173,-8.78688524590164,0.9327731092436975,11.516806722689076,6.942622950819672,150.0,21.0,20.0,93.0,0.0
12177,50.333333333333336,7.333333333333333,14.666666666666666,11.333333333333334,0.0,0.0,161.0,0.0,0.0
12191,28.35918367346939,24.092,12.672,6.0653061224489795,1226.0,0.0,1257.0,4497.0,584.0
12197,11.975,4.025,16.45,8.175,592.0,0.0,40.0,90.0,0.0
12206,33.714285714285715,27.0,13.272727272727273,8.0,11.0,0.0,2.0,523.0,0.0
12217,8.428571428571429,12.31578947368421,14.578947368421053,9.380952380952381,50.0,0.0,8.0,273.0,0.0
12255,-10.666666666666666,-9.666666666666666,13.666666666666666,7.333333333333333,0.0,0.0,0.0,0.0,0.0
12264,-1.3614457831325302,-4.3023255813953485,15.354651162790697,7.969879518072289,351.0,0.0,318.0,460.0,0.0
12265,-13.0,-14.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
12266,36.73676880222841,32.98926174496644,16.523489932885905,7.1991643454039,9779.0,65.0,4453.0,12800.0,2055.0
12278,2.3076923076923075,-3.8205128205128207,17.05128205128205,10.435897435897436,63.0,0.0,127.0,108.0,0.0
12280,-10.090909090909092,0.45454545454545453,17.636363636363637,9.181818181818182,0.0,0.0,0.0,0.0,0.0
12323,-8.5,-6.166666666666667,16.5,7.583333333333333,0.0,0.0,0.0,0.0,0.0
12335,-20.0,-21.333333333333332,13.333333333333334,4.75,0.0,0.0,0.0,0.0,0.0
12339,-4.530769230769231,-1.037593984962406,16.007518796992482,8.453846153846154,78.0,0.0,77.0,241.0,100.0
12343,-15.666666666666666,-11.0,14.666666666666666,5.666666666666667,0.0,0.0,0.0,0.0,0.0
12389,-18.916666666666668,-4.454545454545454,16.818181818181817,7.25,0.0,0.0,0.0,0.0,0.0
12391,-9.045454545454545,5.7727272727272725,11.772727272727273,7.0,12.0,0.0,0.0,20.0,0.0
12402,-6.366666666666666,-6.290322580645161,10.516129032258064,7.133333333333334,0.0,0.0,0.0,20.0,0.0
12441,-19.22222222222222,-1.875,16.75,6.0,0.0,0.0,0.0,0.0,0.0
12448,4.942857142857143,19.424242424242426,19.03030303030303,9.657142857142857,11.0,0.0,208.0,263.0,40.0
12451,-3.019047619047619,-1.702970297029703,17.22772277227723,8.666666666666666,35.0,0.0,289.0,82.0,91.0
12478,-3.0042372881355934,-2.417372881355932,15.620762711864407,7.25,1595.0,0.0,1416.0,217.0,0.0
12511,-5.0,3.0,24.333333333333332,13.0,0.0,0.0,0.0,0.0,0.0
12519,-18.25,-10.5,18.25,6.25,0.0,0.0,0.0,0.0,0.0
12523,-8.105263157894736,-4.95,13.7,5.368421052631579,6.0,0.0,9.0,34.0,0.0
12758,-0.7903225806451613,-0.08196721311475409,13.59016393442623,7.048387096774194,504.0,0.0,0.0,0.0,0.0
12819,-11.666666666666666,-3.4166666666666665,12.333333333333334,6.0,0.0,0.0,0.0,0.0,0.0
12884,-4.8,-1.8181818181818181,19.454545454545453,7.8,0.0,0.0,0.0,0.0,0.0
12888,-13.0,-16.666666666666668,12.333333333333334,8.666666666666666,0.0,0.0,0.0,0.0,0.0
12889,-0.7088948787061995,0.3042895442359249,13.994638069705093,7.510781671159029,1667.0,0.0,1373.0,2053.0,174.0
12891,23.333333333333332,25.285714285714285,15.857142857142858,10.166666666666666,0.0,0.0,0.0,33.0,169.0
12892,1.8864541832669324,-0.22123893805309736,16.066863323500492,7.353585657370518,4700.0,69.0,1635.0,2670.0,95.0
12896,43.25,48.13636363636363,16.136363636363637,7.25,232.0,0.0,74.0,583.0,188.0
12898,7.625,10.75,13.75,6.75,0.0,0.0,111.0,0.0,0.0
12915,16.88888888888889,20.625,15.75,11.666666666666666,0.0,0.0,53.0,0.0,140.0
12945,-4.870967741935484,-2.2857142857142856,18.214285714285715,8.741935483870968,0.0,0.0,22.0,69.0,0.0
12951,20.210526315789473,14.38888888888889,16.38888888888889,10.157894736842104,4.0,0.0,56.0,85.0,297.0
12953,4.843956043956044,-3.1434977578475336,16.623318385650226,7.8901098901098905,1429.0,0.0,3092.0,1557.0,180.0
12954,-1.3095238095238095,-1.3478260869565217,15.565217391304348,6.238095238095238,41.0,0.0,2.0,79.0,0.0
12982,-4.824561403508772,1.9827586206896552,13.810344827586206,6.982456140350878,43.0,0.0,0.0,194.0,0.0
12992,13.43859649122807,14.070175438596491,16.666666666666668,10.771929824561404,70.0,0.0,521.0,565.0,0.0
13029,-4.428571428571429,2.8666666666666667,21.333333333333332,10.714285714285714,0.0,0.0,8.0,19.0,0.0
13061,27.5,36.63636363636363,16.454545454545453,9.9,2.0,0.0,267.0,66.0,0.0
13076,-5.777777777777778,-0.5555555555555556,23.0,8.555555555555555,0.0,0.0,31.0,0.0,0.0
13127,-13.0,2.3333333333333335,14.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0
13158,17.137931034482758,25.703703703703702,14.407407407407407,6.689655172413793,0.0,0.0,153.0,198.0,263.0
13184,0.2857142857142857,9.571428571428571,26.714285714285715,12.285714285714286,0.0,0.0,0.0,53.0,0.0
13198,1.7142857142857142,3.888888888888889,14.920634920634921,8.148148148148149,379.0,20.0,718.0,487.0,41.0
13204,-0.3472949389179756,-0.3008695652173913,15.64,7.4223385689354275,975.0,0.0,1077.0,1355.0,371.0
13230,-0.26666666666666666,1.0666666666666667,18.2,9.933333333333334,19.0,0.0,32.0,0.0,0.0
13232,-0.6919540229885057,-4.843822843822844,12.79020979020979,6.011494252873563,1039.0,0.0,525.0,714.0,16.0
13241,-2.4,8.8,13.6,6.4,0.0,0.0,0.0,60.0,0.0
13244,-2.8157894736842106,1.9722222222222223,15.083333333333334,9.657894736842104,1.0,0.0,148.0,395.0,78.0
13256,47.5,32.6,18.8,11.333333333333334,0.0,0.0,501.0,71.0,91.0
13264,-13.666666666666666,64.8,19.466666666666665,5.466666666666667,0.0,0.0,0.0,27.0,0.0
13277,7.533333333333333,13.0,17.866666666666667,11.866666666666667,0.0,0.0,23.0,184.0,0.0
13290,7.0,26.444444444444443,19.77777777777778,12.444444444444445,99.0,0.0,1.0,6.0,0.0
13296,-1.2903225806451613,-8.545454545454545,13.787878787878787,9.96774193548387,0.0,0.0,163.0,0.0,0.0
13303,5.714285714285714,9.785326086956522,17.828804347826086,8.666666666666666,1818.0,0.0,1129.0,1359.0,110.0
13342,-3.8767123287671232,-1.2013422818791946,16.671140939597315,9.061643835616438,84.0,0.0,128.0,269.0,112.0
13344,-19.0,-5.0,22.75,11.25,0.0,0.0,0.0,0.0,0.0
13360,-13.166666666666666,-13.166666666666666,13.666666666666666,6.666666666666667,0.0,0.0,0.0,0.0,0.0
13367,2.789473684210526,9.578947368421053,17.31578947368421,9.473684210526315,0.0,0.0,21.0,140.0,0.0
13377,20.4,4.538461538461538,17.615384615384617,11.8,0.0,0.0,319.0,69.0,0.0
13422,28.095238095238095,17.285714285714285,18.857142857142858,11.238095238095237,18.0,0.0,536.0,160.0,0.0
13433,-14.5,-6.0,19.125,7.125,0.0,0.0,0.0,0.0,0.0
13459,-11.0,-6.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0
13476,-11.642857142857142,10.857142857142858,18.428571428571427,8.357142857142858,0.0,0.0,0.0,0.0,0.0
13485,-4.651162790697675,-2.3333333333333335,16.487179487179485,10.55813953488372,33.0,0.0,13.0,37.0,0.0
13486,-14.666666666666666,4.0,17.375,8.0,0.0,0.0,0.0,0.0,0.0
13487,-1.8168761220825853,0.18181818181818182,17.087412587412587,7.380610412926392,1225.0,0.0,1005.0,495.0,246.0
13495,17.959183673469386,11.955223880597014,14.497512437810945,9.051020408163266,914.0,0.0,2175.0,1519.0,152.0
13502,-1.0,3.5,16.5,8.0,0.0,0.0,0.0,0.0,0.0
13577,-3.9375,-0.7878787878787878,18.151515151515152,10.53125,0.0,0.0,88.0,80.0,0.0
13795,-2.3333333333333335,1.3333333333333333,15.833333333333334,7.833333333333333,1.0,0.0,22.0,0.0,0.0
13796,0.2534562211981567,3.087557603686636,12.456221198156681,6.253456221198157,353.0,0.0,367.0,673.0,48.0
13830,-7.621848739495798,-0.9661016949152542,13.194915254237289,7.428571428571429,79.0,0.0,0.0,167.0,0.0
13851,4.523255813953488,8.25609756097561,15.25609756097561,8.372093023255815,49.0,0.0,258.0,351.0,286.0
13871,0.6973684210526315,1.1139240506329113,16.39240506329114,9.013157894736842,112.0,0.0,153.0,137.0,104.0
13873,-7.75,2.5,8.0,4.0,0.0,0.0,0.0,0.0,0.0
13891,2.595959595959596,5.445544554455446,14.534653465346535,6.424242424242424,192.0,0.0,44.0,576.0,174.0
13930,-1.807742782152231,-1.1249178172255094,15.090729783037474,6.485564304461942,4787.0,0.0,3372.0,1472.0,279.0
13931,-0.5576923076923077,-1.5217391304347827,18.32608695652174,8.5,74.0,0.0,131.0,137.0,0.0
13933,-15.666666666666666,6.666666666666667,17.166666666666668,5.666666666666667,0.0,0.0,0.0,0.0,0.0
13970,0.5,9.25,18.5,3.75,0.0,0.0,0.0,0.0,0.0
14006,-17.75,-7.0,15.75,10.75,0.0,0.0,0.0,0.0,0.0
14025,-16.0,10.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0
14027,-3.3904761904761904,-5.644230769230769,18.432692307692307,7.714285714285714,177.0,0.0,144.0,98.0,0.0
14057,-7.28030303030303,4.2556390977443606,14.721804511278195,7.6893939393939394,538.0,0.0,317.0,353.0,35.0
14098,-2.857142857142857,-8.0,16.714285714285715,7.285714285714286,0.0,0.0,0.0,21.0,0.0
14100,-0.1501416430594901,-4.200564971751413,16.073446327683616,8.167138810198301,1081.0,0.0,1029.0,524.0,245.0
14107,0.9723756906077348,-2.451923076923077,14.442307692307692,6.678176795580111,2149.0,0.0,1120.0,1281.0,359.0
14108,-2.2,-6.076923076923077,20.0,10.32,70.0,0.0,82.0,0.0,0.0
14109,-3.6666666666666665,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
14113,-4.0,5.0,20.666666666666668,7.666666666666667,0.0,0.0,0.0,0.0,0.0
14122,-6.3760683760683765,-4.321428571428571,15.339285714285714,8.324786324786325,266.0,0.0,103.0,0.0,0.0
14150,-6.0,-10.25,13.0,10.5,0.0,0.0,0.0,0.0,0.0
14193,18.307692307692307,9.666666666666666,15.185185185185185,9.153846153846153,57.0,0.0,405.0,153.0,42.0
14222,1.0,-6.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0
14252,-6.153846153846154,1.2307692307692308,18.76923076923077,6.0,0.0,0.0,0.0,66.0,0.0
14254,-8.5,-8.0,15.5,5.25,0.0,0.0,0.0,0.0,0.0
14256,-9.0,-2.0,8.0,3.75,0.0,0.0,0.0,18.0,0.0
14262,11.0,10.326086956521738,17.347826086956523,8.48936170212766,417.0,0.0,125.0,368.0,56.0
14307,4.78125,2.1515151515151514,14.166666666666666,7.828125,597.0,0.0,70.0,135.0,0.0
14321,-8.36,-4.52,18.28,7.56,1.0,0.0,0.0,21.0,0.0
14457,15.846153846153847,8.153846153846153,18.0,8.384615384615385,50.0,0.0,23.0,79.0,165.0
14487,-2.25,0.25,17.25,5.0,0.0,0.0,0.0,18.0,0.0
14489,-15.636363636363637,-3.6363636363636362,18.636363636363637,6.181818181818182,0.0,0.0,0.0,0.0,0.0
14492,7.402439024390244,-2.215686274509804,15.4640522875817,7.5,822.0,0.0,282.0,409.0,570.0
14520,-8.8,-12.5,17.5,3.2,0.0,0.0,0.0,0.0,0.0
14524,4.6,3.9195402298850577,21.114942528735632,8.729411764705882,497.0,0.0,158.0,319.0,0.0
14543,-16.666666666666668,-6.333333333333333,21.666666666666668,8.0,0.0,0.0,0.0,0.0,0.0
14570,-6.846153846153846,6.720588235294118,14.485294117647058,7.476923076923077,10.0,0.0,25.0,60.0,0.0
14574,-3.7,-6.181818181818182,20.09090909090909,10.3,7.0,0.0,35.0,0.0,0.0
14576,-4.0,-6.534883720930233,16.511627906976745,9.195121951219512,90.0,0.0,45.0,0.0,0.0
14588,10.6,71.5,18.75,12.0,19.0,0.0,6.0,44.0,0.0
14633,13.363636363636363,2.090909090909091,18.454545454545453,10.181818181818182,140.0,0.0,0.0,119.0,0.0
14635,-5.054054054054054,-5.940677966101695,15.805084745762711,8.423423423423424,118.0,0.0,94.0,31.0,106.0
14674,0.6666666666666666,17.666666666666668,16.333333333333332,14.666666666666666,0.0,0.0,0.0,53.0,0.0
14679,1.6497175141242937,-2.9747899159663866,14.159663865546218,7.4124293785310735,1271.0,0.0,509.0,949.0,189.0
14683,8.447552447552448,13.58695652173913,15.123188405797102,8.020979020979022,185.0,0.0,955.0,1080.0,49.0
14685,4.212121212121212,0.6176470588235294,17.235294117647058,9.93939393939394,0.0,0.0,416.0,0.0,0.0
14689,-3.3529411764705883,-4.424242424242424,19.060606060606062,10.235294117647058,0.0,0.0,25.0,121.0,0.0
14696,25.47826086956522,21.045454545454547,20.136363636363637,9.869565217391305,711.0,0.0,35.0,0.0,0.0
14698,-7.733333333333333,-5.933333333333334,18.266666666666666,11.8,15.0,0.0,23.0,16.0,0.0
14709,-11.5,-0.8333333333333334,11.833333333333334,4.0,0.0,0.0,0.0,0.0,0.0
14711,-9.0,-10.5,20.0,11.75,0.0,0.0,0.0,0.0,0.0
14730,-5.479166666666667,-4.888888888888889,14.311111111111112,8.520833333333334,13.0,0.0,93.0,85.0,0.0
14747,-0.43618739903069464,5.91437802907916,15.521809369951535,6.930533117932149,3104.0,0.0,1056.0,977.0,172.0
14771,-4.429455445544554,-0.6521739130434783,16.341614906832298,8.132425742574258,2091.0,0.0,778.0,1781.0,207.0
14783,-1.4137931034482758,8.392857142857142,18.571428571428573,12.241379310344827,15.0,0.0,52.0,37.0,36.0
14794,-4.5,-4.416666666666667,20.166666666666668,6.25,0.0,0.0,0.0,0.0,0.0
14814,14.303030303030303,3.903225806451613,19.677419354838708,11.909090909090908,393.0,0.0,52.0,181.0,0.0
14828,-6.333333333333333,-12.2,10.0,3.3333333333333335,3.0,0.0,19.0,8.0,0.0
14831,2.230769230769231,5.9,13.877777777777778,6.906593406593407,319.0,0.0,177.0,640.0,263.0
14842,-1.0,8.833333333333334,18.333333333333332,10.0,12.0,0.0,17.0,65.0,2.0
14843,18.585365853658537,7.457364341085271,17.565891472868216,8.08130081300813,1116.0,0.0,141.0,1785.0,37.0
14869,-1.2217659137577002,-3.1359832635983262,14.926778242677825,6.587268993839836,1078.0,0.0,396.0,429.0,1103.0
14893,0.48,4.9238578680203045,14.695431472081218,7.085,360.0,0.0,428.0,336.0,0.0
14905,-7.75,-16.75,15.75,12.5,0.0,0.0,16.0,0.0,0.0
14908,2.9,-1.0473684210526315,14.721052631578948,7.785,58.0,0.0,384.0,1127.0,305.0
14952,3.625,4.875,19.75,13.875,9.0,0.0,41.0,19.0,0.0
14960,138.8,4.166666666666667,19.666666666666668,12.0,8.0,0.0,0.0,732.0,0.0
14986,5.411764705882353,5.611111111111111,16.944444444444443,10.058823529411764,1.0,0.0,16.0,159.0,0.0
15016,2.021097046413502,1.722943722943723,14.25108225108225,8.0084388185654,525.0,0.0,727.0,891.0,134.0
15024,-5.136363636363637,-7.619047619047619,16.571428571428573,8.136363636363637,50.0,0.0,52.0,13.0,0.0
15027,-6.25,-4.4,14.2,7.25,0.0,0.0,0.0,0.0,0.0
15041,-7.75,-4.75,16.0,10.25,0.0,0.0,0.0,0.0,0.0
15048,-13.333333333333334,-15.333333333333334,13.333333333333334,17.0,0.0,0.0,0.0,0.0,0.0
15070,-2.0,-0.75,13.5,7.0,0.0,0.0,23.0,0.0,0.0
15096,-4.636363636363637,-8.838709677419354,19.06451612903226,10.0,29.0,0.0,154.0,0.0,0.0
15249,-7.384615384615385,-4.5,18.083333333333332,7.3076923076923075,0.0,0.0,18.0,0.0,0.0
15295,-12.6,-23.8,11.0,10.4,0.0,0.0,0.0,0.0,0.0
15304,2.289473684210526,-0.1870967741935484,15.451612903225806,8.154605263157896,688.0,0.0,881.0,1128.0,423.0
15323,2.7142857142857144,-4.625,14.5,8.142857142857142,14.0,0.0,5.0,28.0,0.0
15356,-1.375,1.0588235294117647,14.941176470588236,9.625,30.0,0.0,110.0,23.0,0.0
15370,9.231884057971014,16.779411764705884,16.11764705882353,9.695652173913043,463.0,0.0,244.0,376.0,52.0
15376,0.8701298701298701,6.430379746835443,15.734177215189874,9.168831168831169,20.0,0.0,324.0,108.0,96.0
15380,-14.11111111111111,-14.625,15.875,10.222222222222221,0.0,0.0,0.0,0.0,0.0
15389,-6.5,7.0,18.0,4.25,0.0,0.0,0.0,0.0,0.0
15401,-3.6,16.2,18.0,11.4,0.0,0.0,0.0,0.0,0.0
15411,0.25,11.166666666666666,18.25,13.0,35.0,0.0,7.0,36.0,0.0
15412,3.6857142857142855,6.96969696969697,20.818181818181817,10.6,62.0,0.0,187.0,107.0,0.0
15497,-26.0,-34.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
15607,-7.6,-10.75,14.0,5.8,0.0,0.0,0.0,0.0,0.0
15624,-2.56,0.2,17.0,13.0,18.0,0.0,24.0,56.0,0.0
15841,-5.25,-13.5,11.25,3.5,0.0,0.0,16.0,0.0,0.0
15919,7.66,-0.4375,21.041666666666668,11.18,436.0,0.0,29.0,66.0,243.0
15991,18.75,-14.0,9.333333333333334,4.0,0.0,0.0,0.0,125.0,21.0
16218,-5.666666666666667,-6.6,20.5,6.444444444444445,0.0,0.0,0.0,0.0,0.0
ABE,6.35609756097561,5.422448979591837,18.942448979591838,8.40528455284553,9875.0,0.0,7894.0,12215.0,355.0
